generation, id, fitness, candidate
0, 0, 0.459758076035, 1.4854137727939234 1.632362261495166 -631.7027320271721
0, 1, 0.506470969703, 0.9472994962921937 1.3824687850051287 -357.647553490952
0, 2, 0.551299379295, 0.6960866936942783 1.014116095729245 -226.43379760015546
0, 3, 0.637355820478, 0.501840900248986 0.6264742945808754 -127.21308684835196
0, 4, 0.706336544542, 1.332285308711891 0.23695630307703053 -356.88727050383267
0, 5, 0.732925229421, 1.2435588093918453 0.3891112134413488 -408.52463566139613
0, 6, 0.760948145704, 1.3077181442130899 0.03475802539918749 -315.3678141796861
0, 7, 0.762971919986, 0.7026724968055953 0.43003107723013967 -104.14873013667852
0, 8, 0.946275400935, 1.3812550740905285 1.165187350378415 -228.8039638248531
0, 9, 0.966555662424, 1.151928886173534 2.2944116356964717 -375.8429396400154
0, 10, 1.00379840172, 1.1602288273308439 2.2959490302039987 -363.3779570307455
0, 11, 1.02383441042, 0.7467116600762053 2.887316617652692 -305.6606625394997
0, 12, 1.14278830378, 0.9074912049545277 1.812120647690113 -172.92965127641241
0, 13, 1.23564524742, 1.1869310727918063 2.5218293175556736 -311.84901379703325
0, 14, 1.32022633165, 1.376107786617516 3.8050270665564554 -617.3821649105324
0, 15, 1.35210887701, 0.9176685151300713 3.9360733933174394 -413.1879289202545
0, 16, 1.37826528201, 0.866053898347137 2.156203713661382 -134.49464848200387
0, 17, 1.38904337594, 0.5618972126525561 4.236040386247022 -274.7274032085696
0, 18, 1.39671653164, 1.4394165654703348 2.873586134066113 -370.31347999848293
0, 19, 1.43842952466, 1.2009881125125383 4.432945848050239 -602.5600850265484
0, 20, 1.47100526555, 0.6977282562151963 5.316265816266955 -457.2017978400029
0, 21, 1.48094468255, 0.44911750843393866 5.587092188883755 -309.93136357652565
0, 22, 1.60997544543, 0.4234992370134064 6.696917887299665 -358.58075989502123
0, 23, 1.6178612301, 0.4556703368527791 4.560373550812523 -201.77866376395548
0, 24, 1.63559774301, 0.8410427598807622 4.576116660538977 -373.1691017360679
0, 25, 1.65861231305, 1.1864800559505462 2.5558903317241235 -129.67319017163095
0, 26, 1.65986168337, 0.2969696568348491 4.600278683827619 -123.41287333459377
0, 27, 1.67737574507, 0.7856961819337382 5.8630080184563935 -509.48779283631893
0, 28, 1.75552578815, 1.2868029027285044 4.3844018493918435 -448.33490133386414
0, 29, 1.77402637741, 1.2191667956785337 4.5137660015958625 -440.7673805029167
0, 30, 1.84098100564, 1.4044779945339845 5.358421285218778 -670.9681535174183
0, 31, 1.84965551484, 1.3168550018754845 3.1255564109650424 -151.50192292649592
0, 32, 1.87108361011, 0.7318196804056276 3.384104366729207 -105.24406934322485
0, 33, 1.87479496999, 0.5460741287636546 5.020105836849506 -219.83119511749385
0, 34, 1.87977493516, 1.2292061180629028 6.298905896648562 -766.3248271353489
0, 35, 1.91443887289, 1.0207442542525416 3.7772414203748927 -200.25066751258817
0, 36, 1.93869164861, 0.7353541754136084 6.069717404116095 -402.1230771907238
0, 37, 1.94319604079, 1.3164573346060875 4.898850902374557 -450.72410827593353
0, 38, 1.96374468696, 1.2149298327184814 6.627068360951396 -756.9325860743022
0, 39, 1.98323223792, 0.6635316794477475 4.981781288323489 -222.20849291459433
0, 40, 2.02802047814, 0.3136810418934918 5.434661927291723 -112.65605232809924
0, 41, 2.16175787839, 1.3155079042030793 6.99077958091012 -756.6115613850649
0, 42, 2.1637629441, 0.27101278924196426 8.308565460315002 -208.9419947178966
0, 43, 2.1897821412, 1.3238361790719537 3.833131215129748 -105.18918618770999
0, 44, 2.19429960183, 0.3573162438296375 5.7314901002240966 -118.4552149756878
0, 45, 2.20854805553, 0.27623514712654457 8.93646589403928 -242.2699579082929
0, 46, 2.22366077952, 0.6460789226868238 8.559232037569176 -527.8508396770574
0, 47, 2.24164711497, 1.1891550217298166 5.428440336211611 -339.098694199101
0, 48, 2.25504668033, 1.122181701047119 5.734354672872104 -361.102119525974
0, 49, 2.28318939078, 0.9575696649151907 7.717367235130802 -595.6433201576505
0, 50, 2.33072335233, 1.1115751153654083 5.299018275413204 -236.37701377941153
0, 51, 2.39980455473, 1.2853346869565003 8.158844505892848 -798.1297210364353
0, 52, 2.4226047451, 1.1619007588233896 7.175847406011685 -519.9384853354952
0, 53, 2.44030644407, 0.6998221168535025 5.330855372508986 -112.02222410153558
0, 54, 2.49482123793, 0.9095877724244733 8.169756201758272 -524.4529283095629
0, 55, 2.5159535103, 0.5803785386926804 9.656135589901156 -458.5463094674608
0, 56, 2.52963942846, 1.2183408714500237 6.085000322240159 -265.5422120499603
0, 57, 2.54405708388, 0.5039263429175136 7.3264048444882395 -193.77033593357567
0, 58, 2.58168941622, 1.4181717537762022 5.704374501857919 -207.28545482750394
0, 59, 2.58731881748, 0.7561872940261265 5.699873755311472 -105.06274406718069
0, 60, 2.58854316483, 0.9079848167447718 7.494512676467444 -354.2349297818222
0, 61, 2.60655400209, 0.7041769509290638 7.8652514423864694 -313.71864788049214
0, 62, 2.61507686338, 1.1334157464303256 7.299705202216567 -393.3133189630299
0, 63, 2.62167627807, 0.7625990543966734 6.700977528288529 -196.91093434056484
0, 64, 2.62416436886, 1.3387638286322558 7.9324734262427645 -584.7347394675057
0, 65, 2.63587612688, 0.8796212871272588 9.722394581087476 -629.2456335600364
0, 66, 2.64711521192, 1.4568374414288183 7.627020071851255 -537.9070942682638
0, 67, 2.66866826048, 0.9811473101666165 8.680077495992482 -530.8713244208491
0, 68, 2.74812701037, 1.2495025550617298 8.642761753332396 -570.8492673114799
0, 69, 2.75590223296, 0.6479316807869593 9.110558572474647 -349.0807128732273
0, 70, 2.76005945165, 1.0255441373644034 9.995006978133453 -689.3762270465714
0, 71, 2.76082205557, 1.0287400318148632 8.664877939829182 -469.53716807515065
